customer_id,email,first_name,last_name,city,source_system,ingestion_ts
79,user79@test.com,Name79,Surname79,London,instagram,2025-01-12 13:24:00
80,user80@test.com,Name80,Surname80,Bristol,instagram,2025-01-15 02:13:00
81,user81@test.com,Name81,Surname81,Birmingham,linkedin,2025-01-02 05:23:00
82,user82@test.com,Name82,,London,twitter,2025-01-12 06:56:00
83,user83@test.com,Name83,Surname83,Edinburgh,linkedin,2025-01-09 04:34:00
84,user84@test.com,Name84,Surname84,London,facebook,2025-01-09 17:06:00
85,user85@test.com,Name85,Surname85,London,facebook,2025-01-11 03:02:00
86,user86@test.com,,Surname86,Manchester,linkedin,2025-01-14 01:36:00
87,user87@test.com,Name87,Surname87,London,facebook,2025-01-07 11:19:00
88,user88@test.com,Name88,Surname88,Manchester,google,2025-01-08 21:49:00
89,user89@test.com,Name89,Surname89,Edinburgh,instagram,2025-01-09 12:14:00
90,user90@test.com,Name90,Surname90,Birmingham,google,2025-01-15 01:06:00
91,user91@test.com,Name91,Surname91,Edinburgh,google,2025-01-10 09:24:00
92,user92@test.com,Name92,Surname92,Leeds,facebook,2025-01-01 20:13:00
93,user93@test.com,Name93,Surname93,Leeds,google,2025-01-09 17:34:00
94,user94@test.com,Name94,,,facebook,2025-01-10 13:53:00
95,user95@test.com,,Surname95,Leeds,linkedin,2025-01-12 01:02:00
96,user96@test.com,Name96,Surname96,Bristol,instagram,2025-01-10 11:07:00
97,user97@test.com,Name97,Surname97,Manchester,twitter,2025-01-09 05:10:00
98,user98@test.com,Name98,Surname98,Edinburgh,google,2025-01-04 11:29:00
99,user99@test.com,Name99,Surname99,Manchester,instagram,2025-01-07 03:45:00
100,user100@test.com,Name100,Surname100,Bristol,twitter,2025-01-14 03:19:00
101,user101@test.com,Name101,Surname101,Leeds,facebook,2025-01-07 16:47:00
102,user102@test.com,Name102,Surname102,Leeds,instagram,2025-01-08 13:09:00
103,user103@test.com,Name103,Surname103,Bristol,linkedin,2025-01-12 03:19:00
104,user104@test.com,Name104,Surname104,Manchester,twitter,2025-01-10 11:00:00
105,user105@test.com,Name105,Surname105,Birmingham,google,2025-01-06 23:43:00
106,user106@test.com,Name106,Surname106,Edinburgh,facebook,2025-01-05 19:22:00
107,user107@test.com,Name107,Surname107,London,linkedin,2025-01-10 13:02:00
108,user108@test.com,Name108,Surname108,London,twitter,2025-01-10 20:51:00
109,user109@test.com,Name109,Surname109,,twitter,2025-01-07 21:42:00
110,user110@test.com,Name110,Surname110,Manchester,twitter,2025-01-15 04:25:00
111,user111@test.com,Name111,Surname111,London,facebook,2025-01-10 20:00:00
112,user112@test.com,Name112,Surname112,Edinburgh,twitter,2025-01-13 20:31:00
113,user113@test.com,,Surname113,Bristol,facebook,2025-01-07 18:23:00
114,user114@test.com,Name114,Surname114,,twitter,2025-01-10 12:18:00
115,user115@test.com,Name115,Surname115,Liverpool,google,2025-01-01 17:57:00
116,user116@test.com,Name116,Surname116,,google,2025-01-12 21:41:00
117,user117@test.com,Name117,Surname117,London,instagram,2025-01-15 02:42:00
118,user118@test.com,Name118,Surname118,Liverpool,google,2025-01-11 11:28:00
119,user119@test.com,Name119,Surname119,Liverpool,google,2025-01-13 08:42:00
120,user120@test.com,,Surname120,Edinburgh,facebook,2025-01-13 06:30:00
121,user121@test.com,Name121,Surname121,Liverpool,facebook,2025-01-13 02:10:00
122,user122@test.com,Name122,Surname122,Edinburgh,twitter,2025-01-11 22:06:00
123,user123@test.com,,Surname123,Manchester,facebook,2025-01-06 06:34:00
124,user124@test.com,Name124,Surname124,Edinburgh,instagram,2025-01-03 07:59:00
125,user125@test.com,Name125,Surname125,London,linkedin,2025-01-02 09:37:00
126,user126@test.com,Name126,Surname126,,instagram,2025-01-04 16:48:00
127,user127@test.com,Name127,Surname127,Birmingham,linkedin,2025-01-08 06:10:00
128,user128@test.com,Name128,Surname128,Edinburgh,google,2025-01-08 22:21:00
129,user129@test.com,Name129,Surname129,Bristol,twitter,2025-01-02 11:44:00
130,user130@test.com,Name130,,London,linkedin,2025-01-09 08:31:00
131,user131@test.com,Name131,Surname131,Bristol,google,2025-01-01 19:38:00
132,user132@test.com,,Surname132,Edinburgh,instagram,2025-01-07 00:35:00
133,user133@test.com,Name133,Surname133,Manchester,linkedin,2025-01-09 17:30:00
134,user134@test.com,Name134,Surname134,,google,2025-01-03 18:39:00
135,user135@test.com,Name135,Surname135,Leeds,twitter,2025-01-09 23:32:00
136,user136@test.com,Name136,Surname136,Bristol,google,2025-01-14 00:47:00
137,user137@test.com,Name137,Surname137,Manchester,twitter,2025-01-12 08:14:00
138,user138@test.com,Name138,Surname138,Bristol,instagram,2025-01-06 06:43:00
139,user139@test.com,Name139,Surname139,London,facebook,2025-01-02 15:47:00
140,user140@test.com,Name140,Surname140,Liverpool,facebook,2025-01-02 02:44:00
141,user141@test.com,Name141,Surname141,Edinburgh,facebook,2025-01-14 07:59:00
142,user142@test.com,Name142,Surname142,Bristol,instagram,2025-01-02 08:49:00
143,user143@test.com,Name143,Surname143,London,linkedin,2025-01-11 05:36:00
144,user144@test.com,Name144,Surname144,,instagram,2025-01-12 13:01:00
145,user145@test.com,Name145,Surname145,Liverpool,instagram,2025-01-08 23:38:00
146,user146@test.com,Name146,,Birmingham,facebook,2025-01-06 23:32:00
147,user147@test.com,Name147,Surname147,Manchester,twitter,2025-01-07 08:45:00
148,user148@test.com,Name148,Surname148,Manchester,facebook,2025-01-11 01:26:00
149,user149@test.com,Name149,Surname149,Liverpool,instagram,2025-01-15 04:46:00
150,user150@test.com,Name150,Surname150,Bristol,google,2025-01-03 21:56:00
151,user151@test.com,Name151,Surname151,Leeds,linkedin,2025-01-10 17:10:00
152,user152@test.com,Name152,Surname152,,google,2025-01-09 10:01:00
153,user153@test.com,Name153,Surname153,Manchester,twitter,2025-01-11 12:39:00
154,user154@test.com,Name154,Surname154,Liverpool,google,2025-01-11 10:34:00
155,user155@test.com,Name155,Surname155,Birmingham,facebook,2025-01-13 23:24:00
156,user156@test.com,Name156,Surname156,Bristol,facebook,2025-01-02 02:04:00
157,user157@test.com,Name157,Surname157,Birmingham,twitter,2025-01-02 12:46:00
158,user158@test.com,,Surname158,Edinburgh,google,2025-01-04 16:49:00
159,user159@test.com,Name159,Surname159,Manchester,twitter,2025-01-04 11:04:00
160,user160@test.com,Name160,Surname160,,google,2025-01-02 15:31:00
161,user161@test.com,,Surname161,Birmingham,google,2025-01-08 10:30:00
162,user162@test.com,Name162,Surname162,Edinburgh,twitter,2025-01-05 20:08:00
163,user163@test.com,Name163,Surname163,,facebook,2025-01-11 07:53:00
164,user164@test.com,Name164,Surname164,Manchester,facebook,2025-01-07 18:35:00
165,user165@test.com,Name165,Surname165,Birmingham,facebook,2025-01-03 15:35:00
166,user166@test.com,Name166,Surname166,Liverpool,google,2025-01-12 11:07:00
167,user167@test.com,Name167,Surname167,Leeds,google,2025-01-10 18:23:00
168,user168@test.com,,Surname168,Liverpool,google,2025-01-09 14:36:00
169,user169@test.com,Name169,Surname169,,linkedin,2025-01-09 16:51:00
170,user170@test.com,Name170,Surname170,Bristol,google,2025-01-14 01:58:00
171,user171@test.com,Name171,Surname171,Manchester,twitter,2025-01-15 03:09:00
172,user172@test.com,Name172,,Liverpool,instagram,2025-01-07 22:06:00
173,user173@test.com,,Surname173,Liverpool,instagram,2025-01-02 07:14:00
174,user174@test.com,Name174,Surname174,Bristol,twitter,2025-01-11 16:32:00
175,user175@test.com,Name175,Surname175,Leeds,google,2025-01-10 11:16:00
176,user176@test.com,Name176,Surname176,Birmingham,facebook,2025-01-09 11:09:00
177,user177@test.com,Name177,Surname177,Manchester,instagram,2025-01-11 15:54:00
178,user178@test.com,Name178,Surname178,Liverpool,facebook,2025-01-11 07:57:00
179,user179@test.com,Name179,Surname179,Manchester,facebook,2025-01-10 02:38:00
180,user180@test.com,Name180,Surname180,Liverpool,twitter,2025-01-13 08:58:00
181,user181@test.com,Name181,Surname181,London,instagram,2025-01-11 12:07:00
182,user182@test.com,Name182,Surname182,Birmingham,twitter,2025-01-05 10:25:00
183,user183@test.com,Name183,Surname183,Manchester,twitter,2025-01-07 01:37:00
184,user184@test.com,Name184,Surname184,Liverpool,google,2025-01-09 19:30:00
185,user185@test.com,Name185,Surname185,Liverpool,linkedin,2025-01-02 22:13:00
186,user186@test.com,Name186,Surname186,Leeds,instagram,2025-01-05 02:05:00
187,user187@test.com,Name187,,Edinburgh,facebook,2025-01-14 12:44:00
188,user188@test.com,Name188,Surname188,London,google,2025-01-07 06:39:00
189,user189@test.com,Name189,,Edinburgh,linkedin,2025-01-11 23:40:00
190,user190@test.com,Name190,Surname190,Birmingham,linkedin,2025-01-15 02:46:00
191,user191@test.com,Name191,Surname191,Leeds,instagram,2025-01-06 07:05:00
192,user192@test.com,Name192,Surname192,,twitter,2025-01-13 21:34:00
193,user193@test.com,Name193,Surname193,Liverpool,linkedin,2025-01-07 04:31:00
194,user194@test.com,Name194,,Liverpool,linkedin,2025-01-07 12:48:00
195,user195@test.com,Name195,Surname195,Leeds,facebook,2025-01-09 22:15:00
196,user196@test.com,Name196,Surname196,Liverpool,google,2025-01-09 22:11:00
197,user197@test.com,Name197,Surname197,Liverpool,twitter,2025-01-12 21:43:00
198,user198@test.com,Name198,Surname198,Edinburgh,instagram,2025-01-06 21:14:00
199,user199@test.com,Name199,,Manchester,linkedin,2025-01-01 19:42:00
200,user200@test.com,Name200,Surname200,Edinburgh,instagram,2025-01-12 12:47:00
201,user201@test.com,Name201,Surname201,Edinburgh,instagram,2025-01-08 23:29:00
202,user202@test.com,,Surname202,London,facebook,2025-01-11 19:39:00
203,user203@test.com,Name203,Surname203,Liverpool,facebook,2025-01-09 08:18:00
204,user204@test.com,Name204,,Edinburgh,twitter,2025-01-05 17:27:00
205,user205@test.com,Name205,Surname205,Liverpool,google,2025-01-14 18:15:00
206,user206@test.com,Name206,Surname206,Bristol,instagram,2025-01-14 06:30:00
207,user207@test.com,Name207,Surname207,London,linkedin,2025-01-14 05:38:00
208,user208@test.com,Name208,Surname208,London,linkedin,2025-01-15 04:22:00
209,user209@test.com,Name209,Surname209,Manchester,google,2025-01-11 19:06:00
210,user210@test.com,,Surname210,London,instagram,2025-01-14 23:47:00
211,user211@test.com,Name211,Surname211,Liverpool,twitter,2025-01-08 13:30:00
212,user212@test.com,Name212,Surname212,Leeds,instagram,2025-01-04 06:25:00
213,user213@test.com,Name213,Surname213,Leeds,twitter,2025-01-10 13:24:00
214,user214@test.com,Name214,Surname214,Bristol,instagram,2025-01-13 00:07:00
215,user215@test.com,Name215,Surname215,Manchester,facebook,2025-01-11 19:17:00
216,user216@test.com,Name216,Surname216,Bristol,google,2025-01-09 07:18:00
217,user217@test.com,Name217,Surname217,Bristol,facebook,2025-01-12 11:17:00
218,user218@test.com,Name218,Surname218,Edinburgh,twitter,2025-01-10 15:00:00
219,user219@test.com,Name219,Surname219,,google,2025-01-07 08:18:00
220,user220@test.com,Name220,Surname220,Manchester,google,2025-01-10 17:24:00
221,user221@test.com,Name221,Surname221,Birmingham,instagram,2025-01-03 07:34:00
222,user222@test.com,Name222,Surname222,Edinburgh,facebook,2025-01-09 14:07:00
223,user223@test.com,Name223,Surname223,Liverpool,twitter,2025-01-12 13:43:00
224,user224@test.com,Name224,Surname224,London,instagram,2025-01-12 19:49:00
225,user225@test.com,Name225,,Birmingham,google,2025-01-10 06:10:00
226,user226@test.com,Name226,Surname226,Liverpool,google,2025-01-06 04:43:00
227,user227@test.com,Name227,Surname227,Liverpool,facebook,2025-01-01 12:43:00
228,user228@test.com,Name228,Surname228,London,linkedin,2025-01-09 07:21:00
229,user229@test.com,Name229,Surname229,Edinburgh,instagram,2025-01-04 00:05:00
230,user230@test.com,Name230,,,instagram,2025-01-14 01:42:00
231,user231@test.com,,Surname231,Leeds,instagram,2025-01-08 03:35:00
232,user232@test.com,Name232,,Bristol,twitter,2025-01-03 02:24:00
233,user233@test.com,Name233,Surname233,Leeds,facebook,2025-01-03 15:34:00
234,user234@test.com,Name234,Surname234,Leeds,facebook,2025-01-06 14:15:00
235,user235@test.com,Name235,Surname235,London,linkedin,2025-01-12 22:48:00
236,user236@test.com,Name236,Surname236,Edinburgh,facebook,2025-01-13 10:30:00
237,user237@test.com,Name237,Surname237,Bristol,twitter,2025-01-03 22:25:00
238,user238@test.com,Name238,Surname238,Birmingham,facebook,2025-01-07 10:24:00
239,user239@test.com,Name239,Surname239,,facebook,2025-01-13 20:02:00
240,user240@test.com,Name240,Surname240,Edinburgh,instagram,2025-01-06 23:18:00
241,user241@test.com,Name241,,Leeds,google,2025-01-04 12:55:00
242,user242@test.com,Name242,Surname242,London,google,2025-01-11 16:42:00
243,user243@test.com,,Surname243,Manchester,instagram,2025-01-10 22:23:00
244,user244@test.com,Name244,Surname244,,twitter,2025-01-13 12:53:00
245,user245@test.com,Name245,,Leeds,facebook,2025-01-11 15:44:00
246,user246@test.com,Name246,Surname246,London,linkedin,2025-01-02 16:23:00
247,user247@test.com,Name247,Surname247,Leeds,google,2025-01-12 22:58:00
248,user248@test.com,Name248,Surname248,,google,2025-01-05 18:31:00
249,user249@test.com,Name249,Surname249,Leeds,twitter,2025-01-14 10:23:00
250,user250@test.com,Name250,Surname250,Edinburgh,google,2025-01-13 14:26:00
251,user251@test.com,Name251,Surname251,Birmingham,twitter,2025-01-14 03:53:00
252,user252@test.com,Name252,Surname252,Liverpool,twitter,2025-01-04 20:36:00
253,user253@test.com,Name253,Surname253,,facebook,2025-01-06 06:45:00
254,user254@test.com,Name254,Surname254,Manchester,instagram,2025-01-06 05:11:00
255,user255@test.com,Name255,Surname255,Leeds,facebook,2025-01-05 11:05:00
256,user256@test.com,,Surname256,Bristol,instagram,2025-01-15 01:00:00
257,user257@test.com,Name257,Surname257,Manchester,linkedin,2025-01-13 03:34:00
258,user258@test.com,Name258,Surname258,Birmingham,instagram,2025-01-08 04:01:00
259,user259@test.com,,Surname259,,instagram,2025-01-10 14:09:00
260,user260@test.com,Name260,Surname260,Manchester,twitter,2025-01-01 15:17:00
261,user261@test.com,Name261,Surname261,Bristol,linkedin,2025-01-12 00:15:00
262,user262@test.com,Name262,Surname262,,linkedin,2025-01-05 15:08:00
263,user263@test.com,Name263,Surname263,Liverpool,linkedin,2025-01-13 08:05:00
264,user264@test.com,Name264,Surname264,Leeds,instagram,2025-01-01 23:25:00
265,user265@test.com,,Surname265,Manchester,google,2025-01-11 11:02:00
266,user266@test.com,Name266,Surname266,Bristol,google,2025-01-10 04:38:00
267,user267@test.com,Name267,Surname267,Liverpool,linkedin,2025-01-15 04:39:00
268,user268@test.com,Name268,,Liverpool,instagram,2025-01-11 22:09:00
269,user269@test.com,Name269,Surname269,Leeds,instagram,2025-01-14 15:49:00
270,user270@test.com,Name270,Surname270,London,linkedin,2025-01-04 23:34:00
271,user271@test.com,,Surname271,Birmingham,twitter,2025-01-04 09:32:00
272,user272@test.com,,,Leeds,twitter,2025-01-08 02:53:00
273,user273@test.com,Name273,Surname273,,facebook,2025-01-12 09:10:00
274,user274@test.com,Name274,Surname274,Leeds,twitter,2025-01-13 22:14:00
275,user275@test.com,Name275,Surname275,London,google,2025-01-10 15:30:00
276,user276@test.com,Name276,Surname276,Liverpool,twitter,2025-01-04 21:05:00
277,user277@test.com,Name277,Surname277,Bristol,twitter,2025-01-09 05:15:00
278,user278@test.com,Name278,Surname278,,google,2025-01-07 11:12:00
279,user279@test.com,Name279,Surname279,London,linkedin,2025-01-02 09:23:00
280,user280@test.com,Name280,Surname280,Bristol,google,2025-01-11 10:27:00
281,user281@test.com,Name281,Surname281,Bristol,facebook,2025-01-13 06:04:00
282,user282@test.com,Name282,,Bristol,instagram,2025-01-06 13:55:00
283,user283@test.com,Name283,Surname283,Birmingham,instagram,2025-01-03 14:13:00
284,user284@test.com,Name284,Surname284,London,linkedin,2025-01-03 03:58:00
285,user285@test.com,Name285,Surname285,London,twitter,2025-01-14 21:39:00
286,user286@test.com,,Surname286,Leeds,facebook,2025-01-02 13:52:00
287,user287@test.com,Name287,,London,twitter,2025-01-11 23:06:00
288,user288@test.com,Name288,Surname288,Birmingham,twitter,2025-01-07 21:04:00
289,user289@test.com,Name289,Surname289,Liverpool,instagram,2025-01-07 20:39:00
290,user290@test.com,Name290,Surname290,Edinburgh,facebook,2025-01-07 13:43:00
291,user291@test.com,Name291,Surname291,Manchester,instagram,2025-01-11 08:03:00
292,user292@test.com,Name292,Surname292,Leeds,linkedin,2025-01-09 04:45:00
293,user293@test.com,Name293,Surname293,Manchester,linkedin,2025-01-04 18:38:00
294,user294@test.com,Name294,Surname294,Manchester,twitter,2025-01-04 01:56:00
295,user295@test.com,Name295,Surname295,Manchester,facebook,2025-01-13 11:57:00
296,user296@test.com,Name296,,London,linkedin,2025-01-02 10:18:00
297,user297@test.com,Name297,Surname297,Birmingham,instagram,2025-01-03 15:40:00
298,user298@test.com,Name298,Surname298,Birmingham,facebook,2025-01-09 14:59:00
299,user299@test.com,,Surname299,Leeds,instagram,2025-01-05 00:50:00
300,user300@test.com,Name300,Surname300,Manchester,facebook,2025-01-04 14:00:00
301,user301@test.com,Name301,Surname301,,facebook,2025-01-06 14:09:00
302,user302@test.com,Name302,Surname302,Bristol,instagram,2025-01-02 08:02:00
303,user303@test.com,Name303,Surname303,Edinburgh,facebook,2025-01-10 10:07:00
304,user304@test.com,Name304,Surname304,Edinburgh,facebook,2025-01-11 18:07:00
305,user305@test.com,Name305,Surname305,Bristol,google,2025-01-06 05:16:00
306,user306@test.com,Name306,Surname306,Liverpool,instagram,2025-01-08 14:20:00
307,user307@test.com,Name307,,London,linkedin,2025-01-07 16:39:00
308,user308@test.com,Name308,Surname308,Manchester,twitter,2025-01-14 21:07:00
309,user309@test.com,Name309,Surname309,Edinburgh,google,2025-01-13 05:29:00
310,user310@test.com,Name310,Surname310,Edinburgh,facebook,2025-01-08 09:44:00
311,user311@test.com,,Surname311,Birmingham,twitter,2025-01-02 06:42:00
312,user312@test.com,Name312,Surname312,Bristol,facebook,2025-01-04 05:02:00
313,user313@test.com,Name313,Surname313,Birmingham,linkedin,2025-01-11 02:01:00
314,user314@test.com,Name314,Surname314,Bristol,facebook,2025-01-10 07:20:00
315,user315@test.com,Name315,Surname315,Edinburgh,facebook,2025-01-05 14:12:00
316,user316@test.com,Name316,Surname316,Manchester,linkedin,2025-01-10 08:53:00
317,user317@test.com,Name317,Surname317,Liverpool,linkedin,2025-01-02 05:27:00
318,user318@test.com,,Surname318,Manchester,instagram,2025-01-03 22:56:00
319,user319@test.com,Name319,Surname319,Birmingham,facebook,2025-01-12 11:47:00
320,user320@test.com,Name320,Surname320,Manchester,google,2025-01-14 12:31:00
321,user321@test.com,,Surname321,Birmingham,instagram,2025-01-01 21:49:00
322,user322@test.com,Name322,Surname322,Manchester,facebook,2025-01-10 23:41:00
323,user323@test.com,,Surname323,Liverpool,facebook,2025-01-08 16:11:00
324,user324@test.com,Name324,Surname324,Leeds,twitter,2025-01-10 19:03:00
325,user325@test.com,Name325,Surname325,Edinburgh,google,2025-01-02 12:49:00
326,user326@test.com,Name326,Surname326,Birmingham,facebook,2025-01-09 14:02:00
327,user327@test.com,Name327,Surname327,Liverpool,facebook,2025-01-06 02:04:00
328,user328@test.com,Name328,Surname328,Birmingham,linkedin,2025-01-07 20:52:00
329,user329@test.com,Name329,Surname329,,facebook,2025-01-12 21:45:00
330,user330@test.com,,,Birmingham,linkedin,2025-01-05 15:40:00
331,user331@test.com,Name331,Surname331,Bristol,twitter,2025-01-06 18:42:00
332,user332@test.com,Name332,Surname332,Bristol,google,2025-01-14 05:09:00
333,user333@test.com,Name333,Surname333,,twitter,2025-01-10 12:20:00
334,user334@test.com,Name334,Surname334,,facebook,2025-01-03 12:43:00
335,user335@test.com,,Surname335,London,twitter,2025-01-12 08:49:00
336,user336@test.com,Name336,Surname336,Bristol,linkedin,2025-01-12 23:14:00
337,user337@test.com,Name337,Surname337,London,linkedin,2025-01-13 03:02:00
338,user338@test.com,Name338,Surname338,Birmingham,google,2025-01-10 17:34:00
339,user339@test.com,,,Bristol,facebook,2025-01-10 07:00:00
340,user340@test.com,Name340,Surname340,Liverpool,linkedin,2025-01-04 08:17:00
341,user341@test.com,Name341,Surname341,Birmingham,instagram,2025-01-09 23:45:00
342,user342@test.com,Name342,Surname342,Birmingham,facebook,2025-01-02 07:35:00
343,user343@test.com,Name343,Surname343,Manchester,instagram,2025-01-14 23:20:00
344,user344@test.com,Name344,Surname344,Bristol,google,2025-01-03 13:39:00
345,user345@test.com,Name345,,Manchester,linkedin,2025-01-07 08:27:00
346,user346@test.com,,Surname346,,google,2025-01-04 20:38:00
347,user347@test.com,Name347,Surname347,Leeds,twitter,2025-01-09 06:35:00
348,user348@test.com,Name348,Surname348,Edinburgh,twitter,2025-01-04 20:58:00
349,user349@test.com,Name349,Surname349,,linkedin,2025-01-08 22:33:00
350,user350@test.com,Name350,Surname350,Bristol,linkedin,2025-01-10 12:46:00
351,user351@test.com,Name351,Surname351,Leeds,facebook,2025-01-14 04:54:00
352,user352@test.com,Name352,Surname352,Bristol,google,2025-01-07 06:27:00
353,user353@test.com,Name353,Surname353,Liverpool,instagram,2025-01-11 01:12:00
354,user354@test.com,Name354,Surname354,Liverpool,facebook,2025-01-02 01:08:00
355,user355@test.com,Name355,Surname355,Birmingham,twitter,2025-01-03 07:59:00
356,user356@test.com,Name356,Surname356,Leeds,instagram,2025-01-11 09:32:00
357,user357@test.com,Name357,Surname357,Edinburgh,google,2025-01-09 14:18:00
358,user358@test.com,Name358,Surname358,London,twitter,2025-01-01 12:08:00
